record_id,record_type,call_state,date,start_time,end_time,call_id,caller_uri,caller_number,caller_ip,caller_port,callee_uri,callee_number,callee_ip,callee_port,duration,setup_time,status_code,status_text,termination_reason,invite_time,ringing_time,answer_time,bye_time,call_type,codec,user_agent,contact,expires,message_body,server_ip,server_port,cseq,extra_info
20251031010928000213,REGISTER,SUCCESS,2025-10-31,01:09:28,01:09:28,FLZRK67vCgO6iUpf4wr3rw..,sip:1002@192.168.8.126,1002,192.168.8.120,48494,,,,,,,200,OK,,,,,,,,Zoiper v2.10.20.11,sip:1002@192.168.8.120:48494;rinstance=4135f69c71b3c7d6;transport=UDP,60,,192.168.8.126,5060,2 REGISTER,
20251031014937000214,REGISTER,SUCCESS,2025-10-31,01:49:37,01:49:37,IkdkqTd3-iHIvP38o15W8A..,sip:1002@192.168.8.126,1002,192.168.8.120,48494,,,,,,,200,OK,,,,,,,,Zoiper v2.10.20.11,sip:1002@192.168.8.120:48494;rinstance=1e2d7efd130403ea;transport=UDP,60,,192.168.8.126,5060,2 REGISTER,
20251031025159000215,REGISTER,SUCCESS,2025-10-31,02:51:59,02:51:59,eWKtc2k2EwIMC1dulIYBVA..,sip:1002@192.168.8.126,1002,192.168.8.120,48494,,,,,,,200,OK,,,,,,,,Zoiper v2.10.20.11,sip:1002@192.168.8.120:48494;rinstance=a2f6fd9484dce7ec;transport=UDP,60,,192.168.8.126,5060,2 REGISTER,
20251031030941000216,REGISTER,SUCCESS,2025-10-31,03:09:41,03:09:41,o2L85b7GEwNz0ug2N8NT5Q..,sip:1002@192.168.8.126,1002,192.168.8.120,48494,,,,,,,200,OK,,,,,,,,Zoiper v2.10.20.11,sip:1002@192.168.8.120:48494;rinstance=12aa882701aec867;transport=UDP,60,,192.168.8.126,5060,2 REGISTER,
20251031032614000217,REGISTER,SUCCESS,2025-10-31,03:26:14,03:26:14,AbCmkMHxv_dtph0D957RYw..,sip:1002@192.168.8.126,1002,192.168.8.120,48494,,,,,,,200,OK,,,,,,,,Zoiper v2.10.20.11,sip:1002@192.168.8.120:48494;rinstance=7e5c6598a8cf35b7;transport=UDP,60,,192.168.8.126,5060,2 REGISTER,
20251031033637000218,REGISTER,SUCCESS,2025-10-31,03:36:37,03:36:37,GVDOFwnkQxc--zNwwEsv3w..,sip:1002@192.168.8.126,1002,192.168.8.120,48494,,,,,,,200,OK,,,,,,,,Zoiper v2.10.20.11,sip:1002@192.168.8.120:48494;rinstance=11c1a5ed8afbd3e2;transport=UDP,60,,192.168.8.126,5060,2 REGISTER,
20251031035455000219,REGISTER,SUCCESS,2025-10-31,03:54:55,03:54:55,rUsrGdjvSBRblU2TxAb8pw..,sip:1002@192.168.8.126,1002,192.168.8.120,48494,,,,,,,200,OK,,,,,,,,Zoiper v2.10.20.11,sip:1002@192.168.8.120:48494;rinstance=dcdee5698c67353b;transport=UDP,60,,192.168.8.126,5060,2 REGISTER,
20251031040657000221,REGISTER,SUCCESS,2025-10-31,04:06:57,04:06:57,YtE3idpE4Q9jf5ys0zcheg..,sip:1002@192.168.8.126,1002,192.168.8.120,48494,,,,,,,200,OK,,,,,,,,Zoiper v2.10.20.11,sip:1002@192.168.8.120:48494;rinstance=077048413e4a4b1a;transport=UDP,60,,192.168.8.126,5060,2 REGISTER,
20251031041149000222,REGISTER,SUCCESS,2025-10-31,04:11:49,04:11:49,Flht_3eHm2cUbzGWC2qd7w..,sip:1002@192.168.8.126,1002,192.168.8.120,48494,,,,,,,200,OK,,,,,,,,Zoiper v2.10.20.11,sip:1002@192.168.8.120:48494;rinstance=ece21f6d96e4b25c;transport=UDP,60,,192.168.8.126,5060,2 REGISTER,
20251031043722000223,REGISTER,SUCCESS,2025-10-31,04:37:22,04:37:22,7sI_aAT--UIKxtm6ukmSMw..,sip:1002@192.168.8.126,1002,192.168.8.120,48494,,,,,,,200,OK,,,,,,,,Zoiper v2.10.20.11,sip:1002@192.168.8.120:48494;rinstance=baa2a391102560b0;transport=UDP,60,,192.168.8.126,5060,2 REGISTER,
20251031045315000224,REGISTER,SUCCESS,2025-10-31,04:53:15,04:53:15,lYNWxbnG_ZCVHJ2PForAAg..,sip:1002@192.168.8.126,1002,192.168.8.120,48494,,,,,,,200,OK,,,,,,,,Zoiper v2.10.20.11,sip:1002@192.168.8.120:48494;rinstance=b13525cfaa9bbb20;transport=UDP,60,,192.168.8.126,5060,2 REGISTER,
20251031050922000226,REGISTER,SUCCESS,2025-10-31,05:09:22,05:09:22,II999W4_EiRG4If5Kpdcqg..,sip:1002@192.168.8.126,1002,192.168.8.120,48494,,,,,,,200,OK,,,,,,,,Zoiper v2.10.20.11,sip:1002@192.168.8.120:48494;rinstance=5e59f72ce14d8921;transport=UDP,60,,192.168.8.126,5060,2 REGISTER,
20251031052544000227,REGISTER,SUCCESS,2025-10-31,05:25:44,05:25:44,m98wYkkhhRHGSiObIyQQNg..,sip:1002@192.168.8.126,1002,192.168.8.120,48494,,,,,,,200,OK,,,,,,,,Zoiper v2.10.20.11,sip:1002@192.168.8.120:48494;rinstance=7f7a73f28404c9e7;transport=UDP,60,,192.168.8.126,5060,2 REGISTER,
20251031053820000233,REGISTER,SUCCESS,2025-10-31,05:38:20,05:38:20,zy3KXvdMkM70zhtBNl-9lg..,sip:1002@192.168.8.126,1002,192.168.8.120,48494,,,,,,,200,OK,,,,,,,,Zoiper v2.10.20.11,sip:1002@192.168.8.120:48494;rinstance=7eabf462cb07efbd;transport=UDP,60,,192.168.8.126,5060,2 REGISTER,
20251031055438000234,REGISTER,SUCCESS,2025-10-31,05:54:38,05:54:38,nTQTLso1GwKnpu-JoMGx1Q..,sip:1002@192.168.8.126,1002,192.168.8.120,48494,,,,,,,200,OK,,,,,,,,Zoiper v2.10.20.11,sip:1002@192.168.8.120:48494;rinstance=8a9d927963b90019;transport=UDP,60,,192.168.8.126,5060,2 REGISTER,
20251031061104000236,REGISTER,SUCCESS,2025-10-31,06:11:04,06:11:04,KO9gRpwon7TDIhZTsG1sbQ..,sip:1002@192.168.8.126,1002,192.168.8.120,48494,,,,,,,200,OK,,,,,,,,Zoiper v2.10.20.11,sip:1002@192.168.8.120:48494;rinstance=dc6c3f50606b7370;transport=UDP,60,,192.168.8.126,5060,2 REGISTER,
20251031062647000237,REGISTER,SUCCESS,2025-10-31,06:26:47,06:26:47,V9ObEqgs9hdj-CTW_lOZyA..,sip:1002@192.168.8.126,1002,192.168.8.120,48494,,,,,,,200,OK,,,,,,,,Zoiper v2.10.20.11,sip:1002@192.168.8.120:48494;rinstance=b77b65d4a6398e72;transport=UDP,60,,192.168.8.126,5060,2 REGISTER,
20251031065723000238,REGISTER,SUCCESS,2025-10-31,06:57:23,06:57:23,TdVn4XDExWMhxw3vm87Jnw..,sip:1002@192.168.8.126,1002,192.168.8.120,48494,,,,,,,200,OK,,,,,,,,Zoiper v2.10.20.11,sip:1002@192.168.8.120:48494;rinstance=f5c85df8a1b923f5;transport=UDP,60,,192.168.8.126,5060,2 REGISTER,
20251031071427000240,REGISTER,SUCCESS,2025-10-31,07:14:27,07:14:27,6sNasjkFPGr7yAvXGgbWgA..,sip:1002@192.168.8.126,1002,192.168.8.120,48494,,,,,,,200,OK,,,,,,,,Zoiper v2.10.20.11,sip:1002@192.168.8.120:48494;rinstance=a239a70c6200018a;transport=UDP,60,,192.168.8.126,5060,2 REGISTER,
20251031074041000241,REGISTER,SUCCESS,2025-10-31,07:40:41,07:40:41,ZvOlF5_8-jPRfmYU4nJ16Q..,sip:1002@192.168.8.126,1002,192.168.8.120,48494,,,,,,,200,OK,,,,,,,,Zoiper v2.10.20.11,sip:1002@192.168.8.120:48494;rinstance=dd964ba38633d3cd;transport=UDP,60,,192.168.8.126,5060,2 REGISTER,
20251031074628000244,REGISTER,SUCCESS,2025-10-31,07:46:28,07:46:28,mwYcQ7aOuv2skakv6WwqAw..,sip:1002@192.168.8.126,1002,192.168.8.120,48494,,,,,,,200,OK,,,,,,,,Zoiper v2.10.20.11,sip:1002@192.168.8.120:48494;rinstance=dff331fefec5a994;transport=UDP,60,,192.168.8.126,5060,2 REGISTER,
20251031080336000245,REGISTER,SUCCESS,2025-10-31,08:03:36,08:03:36,rpn2KfCE6znraEheg6i4sg..,sip:1002@192.168.8.126,1002,192.168.8.120,48494,,,,,,,200,OK,,,,,,,,Zoiper v2.10.20.11,sip:1002@192.168.8.120:48494;rinstance=98a4c66756cc78c3;transport=UDP,60,,192.168.8.126,5060,2 REGISTER,
20251031081453000247,REGISTER,SUCCESS,2025-10-31,08:14:53,08:14:53,QNIxNPgkUVZYNqXLMRmZCQ..,sip:1002@192.168.8.126,1002,192.168.8.120,48494,,,,,,,200,OK,,,,,,,,Zoiper v2.10.20.11,sip:1002@192.168.8.120:48494;rinstance=353d51b1d9f13676;transport=UDP,60,,192.168.8.126,5060,2 REGISTER,
20251031082924000248,REGISTER,SUCCESS,2025-10-31,08:29:24,08:29:24,4Jwpt1tZ9z98b8YFaStE-Q..,sip:1002@192.168.8.126,1002,192.168.8.120,48494,,,,,,,200,OK,,,,,,,,Zoiper v2.10.20.11,sip:1002@192.168.8.120:48494;rinstance=0520d324f2821257;transport=UDP,60,,192.168.8.126,5060,2 REGISTER,
20251031084122000249,REGISTER,SUCCESS,2025-10-31,08:41:22,08:41:22,a_vdx1xmCJBfLjWPAqba1A..,sip:1002@192.168.8.126,1002,192.168.8.120,48494,,,,,,,200,OK,,,,,,,,Zoiper v2.10.20.11,sip:1002@192.168.8.120:48494;rinstance=e570c4a6c31b754b;transport=UDP,60,,192.168.8.126,5060,2 REGISTER,
20251031085003000250,REGISTER,SUCCESS,2025-10-31,08:50:03,08:50:03,246107@192.168.8.126,sip:1001@192.168.8.126,1001,192.168.8.126,5061,,,,,,,200,OK,,,,,,,,,sip:1001@192.168.8.126:5061,3600,,192.168.8.126,5060,2 REGISTER,
20251031085004000251,REGISTER,UNREGISTERED,2025-10-31,08:50:04,08:50:04,909818@192.168.8.126,sip:1001@192.168.8.126,1001,192.168.8.126,5061,,,,,,,200,OK,,,,,,,,,sip:1001@192.168.8.126:5061,,,,,2 REGISTER,
