record_id,record_type,call_state,date,start_time,end_time,call_id,caller_uri,caller_number,caller_ip,caller_port,callee_uri,callee_number,callee_ip,callee_port,duration,setup_time,status_code,status_text,termination_reason,invite_time,ringing_time,answer_time,bye_time,call_type,codec,user_agent,contact,expires,message_body,server_ip,server_port,cseq,extra_info
20251103005404000302,REGISTER,SUCCESS,2025-11-03,00:54:04,00:54:04,hTGGpQTyPC,sip:1001@192.168.100.8,1001,192.168.100.5,60984,,,,,,,200,OK,,,,,,,,LinphoneiOS/6.0.2 (iPhone) LinphoneSDK/5.4.46-1-g27e010d14,sip:1001@192.168.100.5:60984;transport=udp,3600,,192.168.100.8,5060,21 REGISTER,
20251103190233000470,REGISTER,SUCCESS,2025-11-03,19:02:33,19:02:33,FCXUSQrYB7,sip:1001@192.168.100.8,1001,192.168.100.5,59293,,,,,,,200,OK,,,,,,,,LinphoneiOS/6.0.2 (iPhone) LinphoneSDK/5.4.46-1-g27e010d14,sip:1001@192.168.100.5:59293;transport=udp,3600,,192.168.100.8,5060,21 REGISTER,
20251103190257000473,REGISTER,SUCCESS,2025-11-03,19:02:57,19:02:57,AodIHJev7O,sip:1001@192.168.100.8,1001,192.168.100.32,62038,,,,,,,200,OK,,,,,,,,LinphoneiOS/6.0.2 (iPhone) LinphoneSDK/5.4.46-1-g27e010d14,sip:1001@192.168.100.32:62038;transport=udp,3600,,192.168.100.8,5060,21 REGISTER,
20251103190300000475,CALL,CANCELLED,2025-11-03,19:03:00,19:03:01,NBZXgEb6IL,<sip:1001@192.168.100.8>;tag=oNc7Cnt1b,1001,192.168.100.32,62038,"""+20238578788"" <sip:1009@192.168.100.8>",1009,192.168.100.1,5080,,,,,User Cancelled,19:03:00.192,,,,AUDIO,"opus, speex, telephone-event",LinphoneiOS/6.0.2 (iPhone) LinphoneSDK/5.4.46-1-g27e010d14,,,,192.168.100.8,5060,20 CANCEL,
20251103201004000491,REGISTER,SUCCESS,2025-11-03,20:10:04,20:10:04,WIiJ~z1Fyl,sip:1004@192.168.100.8,1004,192.168.100.5,48935,,,,,,,200,OK,,,,,,,,LinphoneAndroid/6.0.19 (MEIZU 20) LinphoneSDK/5.4.50 (tags/5.4.50^0),sip:1004@192.168.100.5:48935;transport=udp,3600,,192.168.100.8,5060,21 REGISTER,
20251103201620000493,CALL,ENDED,2025-11-03,20:16:20,20:16:32,jgYtB9742E,"""魅族"" <sip:1004@192.168.100.8>;tag=8Bnl3MyJ~",1004,192.168.100.5,48935,"""+20238578788"" <sip:1009@192.168.100.8>",1009,192.168.100.1,5080,8.37,3.78s,200,OK,Normal,20:16:20.273,,20:16:24.055,20:16:32.424,AUDIO,"PCMU, telephone-event",LinphoneAndroid/6.0.19 (MEIZU 20) LinphoneSDK/5.4.50 (tags/5.4.50^0),,,,192.168.100.8,5060,1 BYE,
20251103201747000495,REGISTER,SUCCESS,2025-11-03,20:17:47,20:17:47,rHPjaalreC,sip:1004@192.168.100.8,1004,192.168.100.5,48935,,,,,,,200,OK,,,,,,,,LinphoneAndroid/6.0.19 (MEIZU 20) LinphoneSDK/5.4.50 (tags/5.4.50^0),sip:1004@192.168.100.5:48935;transport=udp,3600,,192.168.100.8,5060,21 REGISTER,
20251103201749000497,REGISTER,SUCCESS,2025-11-03,20:17:49,20:17:49,K-1l2jJrDO,sip:1004@192.168.100.8,1004,192.168.100.5,48935,,,,,,,200,OK,,,,,,,,LinphoneAndroid/6.0.19 (MEIZU 20) LinphoneSDK/5.4.50 (tags/5.4.50^0),sip:1004@192.168.100.5:48935;transport=udp,3600,,192.168.100.8,5060,21 REGISTER,
20251103232105000001,REGISTER,SUCCESS,2025-11-03,23:21:05,23:21:05,IoAUxq3C55,sip:1001@192.168.100.8,1001,192.168.100.5,55137,,,,,,,200,OK,,,,,,,,LinphoneiOS/6.0.2 (iPhone) LinphoneSDK/5.4.46-1-g27e010d14,sip:1001@192.168.100.5:55137;transport=udp,3600,,0.0.0.0,5060,21 REGISTER,
20251103232146000002,REGISTER,SUCCESS,2025-11-03,23:21:46,23:21:46,fav757vgg78wddf278d33dev8bgawe8y@192.168.100.1,sip:1009@192.168.100.8,1009,192.168.100.1,5080,,,,,,,200,OK,,,,,,,,HUAWEI-EchoLife HG8145V5/V5R022C10S203,sip:1009@192.168.100.1:5080;transport=udp,3600,,0.0.0.0,5060,2 REGISTER,
