record_id,record_type,call_state,date,start_time,end_time,call_id,caller_uri,caller_number,caller_ip,caller_port,callee_uri,callee_number,callee_ip,callee_port,duration,setup_time,status_code,status_text,termination_reason,invite_time,ringing_time,answer_time,bye_time,call_type,codec,user_agent,contact,expires,message_body,server_ip,server_port,cseq,extra_info
20251102075627000132,REGISTER,SUCCESS,2025-11-02,07:56:27,07:56:27,g3wFn~efs-,sip:1001@192.168.100.8,1001,192.168.100.5,52112,,,,,,,200,OK,,,,,,,,LinphoneiOS/6.0.2 (iPhone) LinphoneSDK/5.4.46-1-g27e010d14,sip:1001@192.168.100.5:52112;transport=udp,3600,,192.168.100.8,5060,21 REGISTER,
20251102075643000135,REGISTER,SUCCESS,2025-11-02,07:56:43,07:56:43,INPrBalgVx,sip:1001@192.168.100.8,1001,192.168.100.5,55447,,,,,,,200,OK,,,,,,,,LinphoneiOS/6.0.2 (iPhone) LinphoneSDK/5.4.46-1-g27e010d14,sip:1001@192.168.100.5:55447;transport=udp,3600,,192.168.100.8,5060,21 REGISTER,
20251102075653000136,MESSAGE,COMPLETED,2025-11-02,07:56:53,07:56:53,NfHP887v3w-20 MESSAGE,<sip:1001@192.168.100.8>;tag=HaCdx8v6d,1001,192.168.100.5,55447,sip:1009@192.168.100.8,1009,,,,,200,OK,,,,,,,,LinphoneiOS/6.0.2 (iPhone) LinphoneSDK/5.4.46-1-g27e010d14,,,"<?xml version=""1.0"" encoding=""UTF-8"" standalone=""no"" ?><isComposing xmlns=""urn:ietf:params:xml:ns:im-iscomposing""><state>active</state><refresh>60</refresh></isComposing>",192.168.100.8,5060,20 MESSAGE,
20251102075654000137,MESSAGE,COMPLETED,2025-11-02,07:56:54,07:56:54,FJu1gKSX5n-20 MESSAGE,<sip:1001@192.168.100.8>;tag=gHEEDW5nH,1001,192.168.100.5,55447,sip:1009@192.168.100.8,1009,,,,,200,OK,,,,,,,,LinphoneiOS/6.0.2 (iPhone) LinphoneSDK/5.4.46-1-g27e010d14,,,Hi,192.168.100.8,5060,20 MESSAGE,
20251102075723000139,REGISTER,SUCCESS,2025-11-02,07:57:23,07:57:23,MANwGHixrz,sip:1001@192.168.100.8,1001,192.168.100.5,59830,,,,,,,200,OK,,,,,,,,LinphoneiOS/6.0.2 (iPhone) LinphoneSDK/5.4.46-1-g27e010d14,sip:1001@192.168.100.5:59830;transport=udp,3600,,192.168.100.8,5060,21 REGISTER,
20251102075739000141,CALL,ENDED,2025-11-02,07:57:39,07:58:22,g37abdf5ey3w7gtbebb888tf3vt57y23@192.168.100.1,"""+20238578788""<sip:1009@192.168.100.8>;tag=gt5bvgwd",1009,192.168.100.1,5080,<sip:1001@192.168.100.8;user=phone>,1001,192.168.100.5,59830,40.83,2.38s,200,OK,Normal,07:57:39.146,,07:57:41.522,07:58:22.352,AUDIO,telephone-event,HUAWEI-EchoLife HG8145V5/V5R022C10S203,,,,192.168.100.8,5060,111 BYE,
20251102080645000145,REGISTER,SUCCESS,2025-11-02,08:06:45,08:06:45,CIFfeuYwTl,sip:1001@192.168.100.8,1001,192.168.100.5,55526,,,,,,,200,OK,,,,,,,,LinphoneiOS/6.0.2 (iPhone) LinphoneSDK/5.4.46-1-g27e010d14,sip:1001@192.168.100.5:55526;transport=udp,3600,,192.168.100.8,5060,21 REGISTER,
20251102235618000289,REGISTER,SUCCESS,2025-11-02,23:56:18,23:56:18,275784-1762120578,sip:0000@192.168.100.8,0000,192.168.100.8,10000,,,,,,,200,OK,,,,,,,,,sip:0000@192.168.100.8:10000,3600,,192.168.100.8,5060,2 REGISTER,
20251102235628000290,REGISTER,SUCCESS,2025-11-02,23:56:28,23:56:28,895592-1762120588,sip:0000@192.168.100.8,0000,192.168.100.8,50693,,,,,,,200,OK,,,,,,,,,sip:0000@192.168.100.8:10000,3600,,192.168.100.8,5060,2 REGISTER,
20251102235628000291,CALL,ENDED,2025-11-02,23:56:28,23:56:50,976592-1762120588,<sip:0000@192.168.100.8>;tag=294408,0000,192.168.100.8,50693,<sip:1009@192.168.100.8>,1009,192.168.100.1,5080,19.32,2.46s,200,OK,Normal,23:56:28.604,,23:56:31.065,23:56:50.385,AUDIO,PCMU,,,,,192.168.100.8,5060,2 BYE,
20251102235650000292,REGISTER,UNREGISTERED,2025-11-02,23:56:50,23:56:50,246009-1762120610,sip:0000@192.168.100.8,0000,192.168.100.8,51080,,,,,,,200,OK,,,,,,,,,sip:0000@192.168.100.8:51080,,,,,2 REGISTER,
