record_id,record_type,call_state,date,start_time,end_time,call_id,caller_uri,caller_number,caller_ip,caller_port,callee_uri,callee_number,callee_ip,callee_port,duration,setup_time,status_code,status_text,termination_reason,invite_time,ringing_time,answer_time,bye_time,call_type,codec,user_agent,contact,expires,message_body,server_ip,server_port,cseq,extra_info
20260215163708000001,REGISTER,SUCCESS,2026-02-15,16:37:08,16:37:08,466dd11e-5391345cc432630-bfc8de8e@113.44.149.111:5060,sip:0000@[113.44.149.111:5060],0000,185.243.5.50,5065,,,,,,,200,OK,,,,,,,,Friendly Scanner,sip:0000@185.243.5.50:5065,1800,,172.31.10.126,5060,42 REGISTER,
20260215172223000003,OPTIONS,COMPLETED,2026-02-15,17:22:23,17:22:23,163690951734881843804952,"""sipvicious""<sip:100@1.1.1.1>;tag=3731326339353666313363340131363730313438323936",100,5.135.94.29,5082,"""sipvicious""<sip:100@1.1.1.1>",100,,,,,200,OK,,,,,,,,Vicidial,,,,,,1 OPTIONS,
20260215173152000004,REGISTER,SUCCESS,2026-02-15,17:31:52,17:31:52,469fef70-c347ba641a14d232-8b5e8f40@113.44.149.111:5060,sip:0000@[113.44.149.111:5060],0000,185.243.5.50,5072,,,,,,,200,OK,,,,,,,,Friendly Scanner,sip:0000@185.243.5.50:5072,1800,,172.31.10.126,5060,42 REGISTER,
20260215173612000006,OPTIONS,COMPLETED,2026-02-15,17:36:12,17:36:12,839925103754474050971171,"""sipvicious""<sip:100@1.1.1.1>;tag=37313263393536663133633401363930343233323439",100,192.227.164.239,5217,"""sipvicious""<sip:100@1.1.1.1>",100,,,,,200,OK,,,,,,,,friendly-scanner,,,,,,1 OPTIONS,
20260215174653000007,OPTIONS,COMPLETED,2026-02-15,17:46:53,17:46:53,,,,65.49.1.29,30053,,,,,,,200,OK,,,,,,,,,,,,,,,
20260215182632000001,REGISTER,SUCCESS,2026-02-15,18:26:32,18:26:32,46d1fa1b-c25a91ecee2efdc-957ffffb@113.44.149.111:5060,sip:0000@[113.44.149.111:5060],0000,185.243.5.50,5073,,,,,,,200,OK,,,,,,,,Friendly Scanner,sip:0000@185.243.5.50:5073,1800,,172.31.10.126,5060,42 REGISTER,
20260215184129000003,OPTIONS,COMPLETED,2026-02-15,18:41:29,18:41:29,975607210748315039501160,"""sipvicious""<sip:100@1.1.1.1>;tag=3731326339353666313363340133343336303836303036",100,216.126.236.25,5062,"""sipvicious""<sip:100@1.1.1.1>",100,,,,,200,OK,,,,,,,,friendly-scanner,,,,,,1 OPTIONS,
20260215192105000004,REGISTER,SUCCESS,2026-02-15,19:21:05,19:21:05,4703ed18-342ec6c9a2aaa4e-ba578880@113.44.149.111:5060,sip:0000@[113.44.149.111:5060],0000,185.243.5.50,5071,,,,,,,200,OK,,,,,,,,Friendly Scanner,sip:0000@185.243.5.50:5071,1800,,172.31.10.126,5060,42 REGISTER,
20260215193202000006,OPTIONS,COMPLETED,2026-02-15,19:32:02,19:32:02,851559204678629704686002,"""sipvicious""<sip:100@1.1.1.1>;tag=3731326339353666313363340133383839363931323632",100,15.204.54.13,53400,"""sipvicious""<sip:100@1.1.1.1>",100,,,,,200,OK,,,,,,,,friendly-scanner,,,,,,1 OPTIONS,
20260215201545000007,REGISTER,SUCCESS,2026-02-15,20:15:45,20:15:45,4735f1b9-8c4e96476cba0-9947b94c@113.44.149.111:5060,sip:0000@[113.44.149.111:5060],0000,185.243.5.50,5070,,,,,,,200,OK,,,,,,,,Friendly Scanner,sip:0000@185.243.5.50:5070,1800,,172.31.10.126,5060,42 REGISTER,
20260215211047000009,REGISTER,SUCCESS,2026-02-15,21:10:47,21:10:47,47685aef-8e7d04aaaea6f60-b11f5e16@113.44.149.111:5060,sip:0000@[113.44.149.111:5060],0000,185.243.5.50,5071,,,,,,,200,OK,,,,,,,,Friendly Scanner,sip:0000@185.243.5.50:5071,1800,,172.31.10.126,5060,42 REGISTER,
20260215213307000011,OPTIONS,COMPLETED,2026-02-15,21:33:07,21:33:07,1172900421851963510427735,"""sipvicious""<sip:100@1.1.1.1>;tag=3731326339353666313363340133313634333130323934",100,15.204.40.18,5091,"""sipvicious""<sip:100@1.1.1.1>",100,,,,,200,OK,,,,,,,,friendly-scanner,,,,,,1 OPTIONS,
20260215215727000012,OPTIONS,COMPLETED,2026-02-15,21:57:27,21:57:27,843596775382040119090471,"""sipvicious""<sip:100@1.1.1.1>;tag=3731326339353666313363340132383030323736383231",100,185.243.5.185,51286,"""sipvicious""<sip:100@1.1.1.1>",100,,,,,200,OK,,,,,,,,huawei,,,,,,1 OPTIONS,
20260215220553000013,REGISTER,SUCCESS,2026-02-15,22:05:53,22:05:53,479aca4f-31c2eeb873d87b8-60c892ab@113.44.149.111:5060,sip:0000@[113.44.149.111:5060],0000,185.243.5.50,5072,,,,,,,200,OK,,,,,,,,Friendly Scanner,sip:0000@185.243.5.50:5072,1800,,172.31.10.126,5060,42 REGISTER,
20260215221055000015,OPTIONS,COMPLETED,2026-02-15,22:10:55,22:10:55,49616709756617428074607,"""sipvicious""<sip:100@1.1.1.1>;tag=3731326339353666313363340133313030353234353836",100,185.150.190.63,5145,"""sipvicious""<sip:100@1.1.1.1>",100,,,,,200,OK,,,,,,,,friendly-scanner,,,,,,1 OPTIONS,
20260215223228000001,REGISTER,SUCCESS,2026-02-15,22:32:28,22:32:28,467424-1771165948,sip:0000@127.0.0.1,0000,127.0.0.1,10000,,,,,,,200,OK,,,,,,,,,sip:0000@127.0.0.1:10000,3600,,172.31.10.126,5060,2 REGISTER,
20260215223412000002,REGISTER,SUCCESS,2026-02-15,22:34:12,22:34:12,j4BEh5Zr5b,sip:1001@113.44.149.111,1001,119.13.69.69,3345,,,,,,,200,OK,,,,,,,,LinphoneiOS/6.0.3 (iPhone) LinphoneSDK/5.4.82-2-gf19e535ee,sip:1001@119.13.69.69:3345;transport=udp,3600,,172.31.10.126,5060,21 REGISTER,
20260215223452000004,REGISTER,SUCCESS,2026-02-15,22:34:52,22:34:52,736732-1771166092,sip:0000@127.0.0.1,0000,127.0.0.1,10001,,,,,,,200,OK,,,,,,,,,sip:0000@127.0.0.1:10000,3600,,172.31.10.126,5060,2 REGISTER,
20260215223630000005,REGISTER,SUCCESS,2026-02-15,22:36:30,22:36:30,428665-1771166190,sip:0000@127.0.0.1,0000,127.0.0.1,10002,,,,,,,200,OK,,,,,,,,,sip:0000@127.0.0.1:10002,3600,,172.31.10.126,5060,2 REGISTER,
20260215223819000007,REGISTER,SUCCESS,2026-02-15,22:38:19,22:38:19,914535-1771166299,sip:0000@127.0.0.1,0000,127.0.0.1,10003,,,,,,,200,OK,,,,,,,,,sip:0000@127.0.0.1:10002,3600,,172.31.10.126,5060,2 REGISTER,
20260215224123000001,REGISTER,SUCCESS,2026-02-15,22:41:23,22:41:23,j4BEh5Zr5b,sip:1001@113.44.149.111,1001,119.13.69.69,3345,,,,,,,200,OK,,,,,,,,LinphoneiOS/6.0.3 (iPhone) LinphoneSDK/5.4.82-2-gf19e535ee,sip:1001@119.13.69.69:3345;transport=udp,3600,,172.31.10.126,5060,25 REGISTER,
20260215224129000003,REGISTER,SUCCESS,2026-02-15,22:41:29,22:41:29,847059-1771166489,sip:0000@113.44.149.111,0000,113.44.149.111,10000,,,,,,,200,OK,,,,,,,,,sip:0000@113.44.149.111:10000,3600,,172.31.10.126,5060,2 REGISTER,
20260215224311000004,REGISTER,SUCCESS,2026-02-15,22:43:11,22:43:11,926991-1771166591,sip:0000@113.44.149.111,0000,113.44.149.111,10000,,,,,,,200,OK,,,,,,,,,sip:0000@113.44.149.111:10000,3600,,172.31.10.126,5060,2 REGISTER,
20260215224552000005,REGISTER,SUCCESS,2026-02-15,22:45:52,22:45:52,319367-1771166752,sip:0000@113.44.149.111,0000,113.44.149.111,20000,,,,,,,200,OK,,,,,,,,,sip:0000@113.44.149.111:10000,3600,,172.31.10.126,5060,2 REGISTER,
20260215224605000006,REGISTER,SUCCESS,2026-02-15,22:46:05,22:46:05,669122-1771166765,sip:0000@113.44.149.111,0000,113.44.149.111,10000,,,,,,,200,OK,,,,,,,,,sip:0000@113.44.149.111:10000,3600,,172.31.10.126,5060,2 REGISTER,
20260215224605000007,CALL,ENDED,2026-02-15,22:46:05,22:46:10,264521-1771166765,<sip:0000@113.44.149.111>;tag=648237,0000,113.44.149.111,10000,<sip:1001@113.44.149.111>,1001,119.13.69.69,3345,0.01,4.83s,200,OK,Normal,22:46:05.538,,22:46:10.370,22:46:10.375,AUDIO,PCMU,,,,,172.31.10.126,5060,2 BYE,
20260215224739000009,REGISTER,SUCCESS,2026-02-15,22:47:39,22:47:39,943624-1771166859,sip:0000@113.44.149.111,0000,113.44.149.111,10001,,,,,,,200,OK,,,,,,,,,sip:0000@113.44.149.111:10000,3600,,172.31.10.126,5060,2 REGISTER,
20260215224739000010,CALL,ENDED,2026-02-15,22:47:39,22:48:02,227376-1771166859,<sip:0000@113.44.149.111>;tag=422785,0000,113.44.149.111,10001,<sip:1001@113.44.149.111>,1001,119.13.69.69,3345,19.48,3.09s,200,OK,Normal,22:47:39.793,,22:47:42.886,22:48:02.365,AUDIO,PCMU,,,,,172.31.10.126,5060,2 BYE,
20260215225339000001,REGISTER,SUCCESS,2026-02-15,22:53:39,22:53:39,j4BEh5Zr5b,sip:1001@113.44.149.111,1001,119.13.69.69,3345,,,,,,,200,OK,,,,,,,,LinphoneiOS/6.0.3 (iPhone) LinphoneSDK/5.4.82-2-gf19e535ee,sip:1001@119.13.69.69:3345;transport=udp,3600,,172.31.10.126,5060,27 REGISTER,
20260215225358000002,REGISTER,SUCCESS,2026-02-15,22:53:58,22:53:58,884074-1771167238,sip:0000@113.44.149.111,0000,113.44.149.111,20000,,,,,,,200,OK,,,,,,,,,sip:0000@113.44.149.111:20000,3600,,172.31.10.126,5060,2 REGISTER,
20260215225412000003,REGISTER,SUCCESS,2026-02-15,22:54:12,22:54:12,616168-1771167252,sip:0000@113.44.149.111,0000,113.44.149.111,10000,,,,,,,200,OK,,,,,,,,,sip:0000@113.44.149.111:20000,3600,,172.31.10.126,5060,2 REGISTER,
20260215225412000004,CALL,ENDED,2026-02-15,22:54:12,22:54:16,511201-1771167252,<sip:0000@113.44.149.111>;tag=232006,0000,113.44.149.111,10000,<sip:1001@113.44.149.111>,1001,119.13.69.69,3345,0.01,3.68s,200,OK,Normal,22:54:12.541,,22:54:16.219,22:54:16.227,AUDIO,PCMU,,,,,172.31.10.126,5060,2 BYE,
20260215225447000005,REGISTER,SUCCESS,2026-02-15,22:54:47,22:54:47,934158-1771167287,sip:0000@113.44.149.111,0000,113.44.149.111,10001,,,,,,,200,OK,,,,,,,,,sip:0000@113.44.149.111:20000,3600,,172.31.10.126,5060,2 REGISTER,
20260215225447000006,CALL,ENDED,2026-02-15,22:54:47,22:55:09,566570-1771167287,<sip:0000@113.44.149.111>;tag=319655,0000,113.44.149.111,10001,<sip:1001@113.44.149.111>,1001,119.13.69.69,3345,19.43,2.46s,200,OK,Normal,22:54:47.361,,22:54:49.818,22:55:09.249,AUDIO,PCMU,,,,,172.31.10.126,5060,2 BYE,
20260215230036000007,REGISTER,SUCCESS,2026-02-15,23:00:36,23:00:36,47ccde03-2bc7c4c21296f780-c8432079@113.44.149.111:5060,sip:0000@[113.44.149.111:5060],0000,185.243.5.50,5069,,,,,,,200,OK,,,,,,,,Friendly Scanner,sip:0000@185.243.5.50:5069,1800,,172.31.10.126,5060,42 REGISTER,
20260215230143000001,REGISTER,SUCCESS,2026-02-15,23:01:43,23:01:43,j4BEh5Zr5b,sip:1001@113.44.149.111,1001,119.13.69.69,3345,,,,,,,200,OK,,,,,,,,LinphoneiOS/6.0.3 (iPhone) LinphoneSDK/5.4.82-2-gf19e535ee,sip:1001@119.13.69.69:3345;transport=udp,3600,,172.31.10.126,5060,29 REGISTER,
20260215230226000002,REGISTER,SUCCESS,2026-02-15,23:02:26,23:02:26,389803-1771167746,sip:0000@113.44.149.111,0000,113.44.149.111,20000,,,,,,,200,OK,,,,,,,,,sip:0000@113.44.149.111:20000,3600,,172.31.10.126,5060,2 REGISTER,
20260215230240000003,REGISTER,SUCCESS,2026-02-15,23:02:40,23:02:40,927295-1771167760,sip:0000@113.44.149.111,0000,113.44.149.111,10000,,,,,,,200,OK,,,,,,,,,sip:0000@113.44.149.111:20000,3600,,172.31.10.126,5060,2 REGISTER,
20260215230240000004,CALL,ENDED,2026-02-15,23:02:40,23:02:46,661785-1771167760,<sip:0000@113.44.149.111>;tag=483708,0000,113.44.149.111,10000,<sip:1001@113.44.149.111>,1001,119.13.69.69,3345,0.01,5.63s,200,OK,Normal,23:02:40.660,,23:02:46.293,23:02:46.301,AUDIO,PCMU,,,,,172.31.10.126,5060,2 BYE,
20260215230312000005,REGISTER,SUCCESS,2026-02-15,23:03:12,23:03:12,364722-1771167792,sip:0000@113.44.149.111,0000,113.44.149.111,10001,,,,,,,200,OK,,,,,,,,,sip:0000@113.44.149.111:20000,3600,,172.31.10.126,5060,2 REGISTER,
20260215230312000006,CALL,ENDED,2026-02-15,23:03:12,23:03:34,425895-1771167792,<sip:0000@113.44.149.111>;tag=311553,0000,113.44.149.111,10001,<sip:1001@113.44.149.111>,1001,119.13.69.69,3345,19.43,2.57s,200,OK,Normal,23:03:12.240,,23:03:14.810,23:03:34.236,AUDIO,PCMU,,,,,172.31.10.126,5060,2 BYE,
20260215231901000001,REGISTER,SUCCESS,2026-02-15,23:19:01,23:19:01,j4BEh5Zr5b,sip:1001@113.44.149.111,1001,119.13.69.69,3345,,,,,,,200,OK,,,,,,,,LinphoneiOS/6.0.3 (iPhone) LinphoneSDK/5.4.82-2-gf19e535ee,sip:1001@119.13.69.69:3345;transport=udp,3600,,172.31.10.126,5060,31 REGISTER,
20260215231904000002,REGISTER,SUCCESS,2026-02-15,23:19:04,23:19:04,553202-1771168744,sip:0000@113.44.149.111,0000,113.44.149.111,20000,,,,,,,200,OK,,,,,,,,,sip:0000@113.44.149.111:20000,3600,,172.31.10.126,5060,2 REGISTER,
20260215231921000003,REGISTER,SUCCESS,2026-02-15,23:19:21,23:19:21,992597-1771168761,sip:0000@113.44.149.111,0000,113.44.149.111,10000,,,,,,,200,OK,,,,,,,,,sip:0000@113.44.149.111:20000,3600,,172.31.10.126,5060,2 REGISTER,
20260215231921000004,CALL,ENDED,2026-02-15,23:19:21,23:19:25,195412-1771168761,<sip:0000@113.44.149.111>;tag=187169,0000,113.44.149.111,10000,<sip:1001@113.44.149.111>,1001,119.13.69.69,3345,0.01,4.34s,200,OK,Normal,23:19:21.066,,23:19:25.406,23:19:25.413,AUDIO,PCMU,,,,,172.31.10.126,5060,2 BYE,
